list_no,list_nm,finance_cd,term,base_month,account_cd,account_nm,column_id,column_nm,value
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A36,유가증권_대출채권_신용대출금,a,금액,23701784000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A36,유가증권_대출채권_신용대출금,a,금액,53138953000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A36,유가증권_대출채권_신용대출금,a,금액,51522182000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A36,유가증권_대출채권_신용대출금,a,금액,50229364000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A36,유가증권_대출채권_신용대출금,a,금액,48971086000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A36,유가증권_대출채권_신용대출금,b,구성비,0.15
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A36,유가증권_대출채권_신용대출금,b,구성비,0.15
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A36,유가증권_대출채권_신용대출금,b,구성비,0.15
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A36,유가증권_대출채권_신용대출금,b,구성비,0.14
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A36,유가증권_대출채권_신용대출금,b,구성비,0.14
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A36,유가증권_대출채권_신용대출금,b,구성비,0.3
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A36,유가증권_대출채권_신용대출금,b,구성비,0.29
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A36,유가증권_대출채권_신용대출금,b,구성비,0.28
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A36,유가증권_대출채권_신용대출금,b,구성비,0.27
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A37,유가증권_대출채권_어음할인대출금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A37,유가증권_대출채권_어음할인대출금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A37,유가증권_대출채권_어음할인대출금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A37,유가증권_대출채권_어음할인대출금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A37,유가증권_대출채권_어음할인대출금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A37,유가증권_대출채권_어음할인대출금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A37,유가증권_대출채권_어음할인대출금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A37,유가증권_대출채권_어음할인대출금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A37,유가증권_대출채권_어음할인대출금,a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A37,유가증권_대출채권_어음할인대출금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A37,유가증권_대출채권_어음할인대출금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A37,유가증권_대출채권_어음할인대출금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A37,유가증권_대출채권_어음할인대출금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A37,유가증권_대출채권_어음할인대출금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A37,유가증권_대출채권_어음할인대출금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A37,유가증권_대출채권_어음할인대출금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A37,유가증권_대출채권_어음할인대출금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A37,유가증권_대출채권_어음할인대출금,b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A38,유가증권_대출채권_지급보증대출금,a,금액,698791391000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A38,유가증권_대출채권_지급보증대출금,a,금액,713424767000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A38,유가증권_대출채권_지급보증대출금,a,금액,655001538000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A38,유가증권_대출채권_지급보증대출금,a,금액,689607269000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A38,유가증권_대출채권_지급보증대출금,a,금액,668532530000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A38,유가증권_대출채권_지급보증대출금,a,금액,575723669000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A38,유가증권_대출채권_지급보증대출금,a,금액,566619288000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A38,유가증권_대출채권_지급보증대출금,a,금액,447021217000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A38,유가증권_대출채권_지급보증대출금,a,금액,462548194000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A38,유가증권_대출채권_지급보증대출금,b,구성비,4.08
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A38,유가증권_대출채권_지급보증대출금,b,구성비,4.22
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A38,유가증권_대출채권_지급보증대출금,b,구성비,3.95
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A38,유가증권_대출채권_지급보증대출금,b,구성비,3.95
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A38,유가증권_대출채권_지급보증대출금,b,구성비,3.86
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A38,유가증권_대출채권_지급보증대출금,b,구성비,3.25
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A38,유가증권_대출채권_지급보증대출금,b,구성비,3.16
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A38,유가증권_대출채권_지급보증대출금,b,구성비,2.52
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A38,유가증권_대출채권_지급보증대출금,b,구성비,2.59
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A39,유가증권_대출채권_기타대출금,a,금액,707722960000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A39,유가증권_대출채권_기타대출금,a,금액,712374631000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A39,유가증권_대출채권_기타대출금,a,금액,717448208000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A39,유가증권_대출채권_기타대출금,a,금액,680713288000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A39,유가증권_대출채권_기타대출금,a,금액,690439515000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A39,유가증권_대출채권_기타대출금,a,금액,685852490000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A39,유가증권_대출채권_기타대출금,a,금액,621595498000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A39,유가증권_대출채권_기타대출금,a,금액,570095638000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A39,유가증권_대출채권_기타대출금,a,금액,566651684000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A39,유가증권_대출채권_기타대출금,b,구성비,4.13
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A39,유가증권_대출채권_기타대출금,b,구성비,4.21
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A39,유가증권_대출채권_기타대출금,b,구성비,4.33
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A39,유가증권_대출채권_기타대출금,b,구성비,3.9
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A39,유가증권_대출채권_기타대출금,b,구성비,3.99
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A39,유가증권_대출채권_기타대출금,b,구성비,3.88
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A39,유가증권_대출채권_기타대출금,b,구성비,3.46
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A39,유가증권_대출채권_기타대출금,b,구성비,3.21
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A39,유가증권_대출채권_기타대출금,b,구성비,3.17
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],a,금액,827816000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],a,금액,857241000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],b,구성비,0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A3A,유가증권_대출채권_[당기손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],a,금액,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A3B,유가증권_대출채권_[기타포괄손익-공정가치측정대출채권],b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A3C,유가증권_대출채권_[상각후원가측정대출채권],a,금액,2050705054000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A3C,유가증권_대출채권_[상각후원가측정대출채권],a,금액,2012429414000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A3C,유가증권_대출채권_[상각후원가측정대출채권],a,금액,1964879942000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A3C,유가증권_대출채권_[상각후원가측정대출채권],a,금액,1959073017000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A3C,유가증권_대출채권_[상각후원가측정대출채권],a,금액,1921945678000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A3C,유가증권_대출채권_[상각후원가측정대출채권],a,금액,1823368184000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A3C,유가증권_대출채권_[상각후원가측정대출채권],a,금액,1722597047000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A3C,유가증권_대출채권_[상각후원가측정대출채권],a,금액,1446005884000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A3C,유가증권_대출채권_[상각후원가측정대출채권],a,금액,1456612785000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A3C,유가증권_대출채권_[상각후원가측정대출채권],b,구성비,11.98
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A3C,유가증권_대출채권_[상각후원가측정대출채권],b,구성비,11.89
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A3C,유가증권_대출채권_[상각후원가측정대출채권],b,구성비,11.85
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A3C,유가증권_대출채권_[상각후원가측정대출채권],b,구성비,11.22
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A3C,유가증권_대출채권_[상각후원가측정대출채권],b,구성비,11.11
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A3C,유가증권_대출채권_[상각후원가측정대출채권],b,구성비,10.31
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A3C,유가증권_대출채권_[상각후원가측정대출채권],b,구성비,9.6
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A3C,유가증권_대출채권_[상각후원가측정대출채권],b,구성비,8.14
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A3C,유가증권_대출채권_[상각후원가측정대출채권],b,구성비,8.16
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A3D,유가증권_대출채권_(현재가치할인차금),a,금액,-725000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A3D,유가증권_대출채권_(현재가치할인차금),a,금액,-608000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A3D,유가증권_대출채권_(현재가치할인차금),a,금액,-445000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A3D,유가증권_대출채권_(현재가치할인차금),a,금액,-223000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A3D,유가증권_대출채권_(현재가치할인차금),a,금액,-126000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A3D,유가증권_대출채권_(현재가치할인차금),a,금액,-82000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A3D,유가증권_대출채권_(현재가치할인차금),a,금액,-32000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A3D,유가증권_대출채권_(현재가치할인차금),a,금액,-93000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A3D,유가증권_대출채권_(현재가치할인차금),a,금액,-64000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A3D,유가증권_대출채권_(현재가치할인차금),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A3D,유가증권_대출채권_(현재가치할인차금),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A3D,유가증권_대출채권_(현재가치할인차금),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A3D,유가증권_대출채권_(현재가치할인차금),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A3D,유가증권_대출채권_(현재가치할인차금),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A3D,유가증권_대출채권_(현재가치할인차금),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A3D,유가증권_대출채권_(현재가치할인차금),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A3D,유가증권_대출채권_(현재가치할인차금),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A3D,유가증권_대출채권_(현재가치할인차금),b,구성비,0.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A4,유가증권_부동산,a,금액,84407886000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A4,유가증권_부동산,a,금액,83695546000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A4,유가증권_부동산,a,금액,82983206000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A4,유가증권_부동산,a,금액,82327455000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A4,유가증권_부동산,a,금액,81614477000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A4,유가증권_부동산,a,금액,80901499000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A4,유가증권_부동산,a,금액,80188521000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A4,유가증권_부동산,a,금액,79475543000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A4,유가증권_부동산,a,금액,78762565000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A4,유가증권_부동산,b,구성비,0.49
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A4,유가증권_부동산,b,구성비,0.49
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A4,유가증권_부동산,b,구성비,0.5
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A4,유가증권_부동산,b,구성비,0.47
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A4,유가증권_부동산,b,구성비,0.47
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A4,유가증권_부동산,b,구성비,0.46
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A4,유가증권_부동산,b,구성비,0.45
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A4,유가증권_부동산,b,구성비,0.45
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A4,유가증권_부동산,b,구성비,0.44
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A41,유가증권_(손상차손누계액),a,금액,-2399412000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A41,유가증권_(손상차손누계액),a,금액,-2399412000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A41,유가증권_(손상차손누계액),a,금액,-2399412000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A41,유가증권_(손상차손누계액),a,금액,-2399412000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A41,유가증권_(손상차손누계액),a,금액,-2399412000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A41,유가증권_(손상차손누계액),a,금액,-2399412000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A41,유가증권_(손상차손누계액),a,금액,-2399412000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A41,유가증권_(손상차손누계액),a,금액,-2399412000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A41,유가증권_(손상차손누계액),a,금액,-2399412000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A41,유가증권_(손상차손누계액),b,구성비,-0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A41,유가증권_(손상차손누계액),b,구성비,-0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A41,유가증권_(손상차손누계액),b,구성비,-0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A41,유가증권_(손상차손누계액),b,구성비,-0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A41,유가증권_(손상차손누계액),b,구성비,-0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A41,유가증권_(손상차손누계액),b,구성비,-0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A41,유가증권_(손상차손누계액),b,구성비,-0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A41,유가증권_(손상차손누계액),b,구성비,-0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A41,유가증권_(손상차손누계액),b,구성비,-0.01
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A42,유가증권_토지,a,금액,18306111000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A42,유가증권_토지,a,금액,18306111000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A42,유가증권_토지,a,금액,18306111000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A42,유가증권_토지,a,금액,18306111000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A42,유가증권_토지,a,금액,18306111000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A42,유가증권_토지,a,금액,18306111000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A42,유가증권_토지,a,금액,18306111000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A42,유가증권_토지,a,금액,18306111000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A42,유가증권_토지,a,금액,18306111000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A42,유가증권_토지,b,구성비,0.11
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A42,유가증권_토지,b,구성비,0.11
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A42,유가증권_토지,b,구성비,0.11
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A42,유가증권_토지,b,구성비,0.1
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A42,유가증권_토지,b,구성비,0.11
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A42,유가증권_토지,b,구성비,0.1
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A42,유가증권_토지,b,구성비,0.1
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A42,유가증권_토지,b,구성비,0.1
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202503,A42,유가증권_토지,b,구성비,0.1
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202303,A43,유가증권_건물,a,금액,68501187000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202306,A43,유가증권_건물,a,금액,67788847000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202309,A43,유가증권_건물,a,금액,67076507000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202312,A43,유가증권_건물,a,금액,66420756000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202403,A43,유가증권_건물,a,금액,65707778000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202406,A43,유가증권_건물,a,금액,64994800000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202409,A43,유가증권_건물,a,금액,64281822000.0
SH150,요약재무상태표(자산-전체(23.3월 이후)),0010607,Q,202412,A43,유가증권_건물,a,금액,63568844000.0
