list_no,list_nm,account_cd,account_nm,column_id,column_nm
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A54,기타자산_선급비용,a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A54,기타자산_선급비용,b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A55,기타자산_선급원천세,a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A55,기타자산_선급원천세,b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A56,기타자산_기타,a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A56,기타자산_기타,b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A57,기타자산_파생상품자산,a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A57,기타자산_파생상품자산,b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A6,일반계정미수금,a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A6,일반계정미수금,b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A7,유형자산,a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),A7,유형자산,b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AA,(현금및현금성자산),a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AA,(현금및현금성자산),b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AB,(단기매매금융자산),a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AB,(단기매매금융자산),b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AC,(당기손익인식지정금융자산),a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AC,(당기손익인식지정금융자산),b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AD,(매도가능금융자산),a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AD,(매도가능금융자산),b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AE,(만기보유금융자산),a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AE,(만기보유금융자산),b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AF,(대여금및수취채권),a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AF,(대여금및수취채권),b,구성비
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AG,(비금융자산),a,금액
SH005,요약재무상태표(자산-특별계정(22.12월 이전)),AG,(비금융자산),b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A,부채총계,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A,부채총계,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A1,기타부채,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A1,기타부채,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A11,기타부채_미지급금,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A11,기타부채_미지급금,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A12,기타부채_미지급비용,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A12,기타부채_미지급비용,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A13,기타부채_당좌차월,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A13,기타부채_당좌차월,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A14,기타부채_차입금,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A14,기타부채_차입금,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A15,기타부채_선수수익,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A15,기타부채_선수수익,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A16,기타부채_예수금,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A16,기타부채_예수금,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A17,기타부채_미지급원천세,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A17,기타부채_미지급원천세,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A18,기타부채_파생상품부채,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A18,기타부채_파생상품부채,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A19,기타부채_기타,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A19,기타부채_기타,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A2,일반계정미지급금,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A2,일반계정미지급금,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A3,계약자적립금,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A3,계약자적립금,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A31,계약자적립금_보험료적립금,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A31,계약자적립금_보험료적립금,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A32,계약자적립금_계약자배당준비금,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A32,계약자적립금_계약자배당준비금,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A33,계약자적립금_계약자이익배당준비금,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A33,계약자적립금_계약자이익배당준비금,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A34,계약자적립금_무배당잉여금,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A34,계약자적립금_무배당잉여금,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A35,계약자적립금_(보험계약부채),a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A35,계약자적립금_(보험계약부채),b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A36,계약자적립금_(투자계약부채),a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),A36,계약자적립금_(투자계약부채),b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),C,부채·적립금 및 기타포괄손익,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),C,부채·적립금 및 기타포괄손익,b,구성비
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),D,기타포괄손익누계액,a,금액
SH006,요약재무상태표(부채 및 자본-특별계정(22.12월 이전)),D,기타포괄손익누계액,b,구성비
SH007,요약손익계산서(전체(22.12월 이전)),A,보험손익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A,보험손익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A1,보험손익_보험영업수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A1,보험손익_보험영업수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A11,보험손익_보험영업수익_보험료수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A11,보험손익_보험영업수익_보험료수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A12,보험손익_보험영업수익_재보험수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A12,보험손익_보험영업수익_재보험수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A120,보험손익_보험영업수익_재보험수익_재보험료수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A120,보험손익_보험영업수익_재보험수익_재보험료수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A121,보험손익_보험영업수익_재보험수익_재보험금수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A121,보험손익_보험영업수익_재보험수익_재보험금수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A122,보험손익_보험영업수익_재보험수익_재보험자산감액손실환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A122,보험손익_보험영업수익_재보험수익_재보험자산감액손실환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A123,보험손익_보험영업수익_재보험수익_재보험수수료수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A123,보험손익_보험영업수익_재보험수익_재보험수수료수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A2,보험손익_보험영업비용,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A2,보험손익_보험영업비용,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A21,보험손익_보험영업비용_지급보험금,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A21,보험손익_보험영업비용_지급보험금,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A210,보험손익_보험영업비용_지급보험금_보험금비용,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A210,보험손익_보험영업비용_지급보험금_보험금비용,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A211,보험손익_보험영업비용_지급보험금_환급금비용,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A211,보험손익_보험영업비용_지급보험금_환급금비용,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A212,보험손익_보험영업비용_지급보험금_배당금비용,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A212,보험손익_보험영업비용_지급보험금_배당금비용,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A22,보험손익_보험영업비용_재보험비용,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A22,보험손익_보험영업비용_재보험비용,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A220,보험손익_보험영업비용_재보험비용_재보험료비용,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A220,보험손익_보험영업비용_재보험비용_재보험료비용,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A221,보험손익_보험영업비용_재보험비용_재보험금비용,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A221,보험손익_보험영업비용_재보험비용_재보험금비용,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A222,보험손익_보험영업비용_재보험비용_재보험자산감액손실,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A222,보험손익_보험영업비용_재보험비용_재보험자산감액손실,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A223,보험손익_보험영업비용_재보험비용_재보험수수료비용,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A223,보험손익_보험영업비용_재보험비용_재보험수수료비용,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A23,보험손익_보험영업비용_사업비,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A23,보험손익_보험영업비용_사업비,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A231,보험손익_보험영업비용_사업비_(이연신계약비),a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A231,보험손익_보험영업비용_사업비_(이연신계약비),b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A232,보험손익_보험영업비용_사업비_신계약비,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A232,보험손익_보험영업비용_사업비_신계약비,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A233,보험손익_보험영업비용_사업비_유지비,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A233,보험손익_보험영업비용_사업비_유지비,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A24,보험손익_보험영업비용_신계약비상각비,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A24,보험손익_보험영업비용_신계약비상각비,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),A25,보험손익_보험영업비용_할인료,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),A25,보험손익_보험영업비용_할인료,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B,투자손익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B,투자손익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1,투자손익_투자영업수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1,투자손익_투자영업수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B10,투자손익_투자영업수익_이자수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B10,투자손익_투자영업수익_이자수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B100,투자손익_투자영업수익_이자수익_예금이자,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B100,투자손익_투자영업수익_이자수익_예금이자,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B101,투자손익_투자영업수익_이자수익_당기손익인식증권이자,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B101,투자손익_투자영업수익_이자수익_당기손익인식증권이자,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B102,투자손익_투자영업수익_이자수익_매도가능증권이자,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B102,투자손익_투자영업수익_이자수익_매도가능증권이자,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B103,투자손익_투자영업수익_이자수익_만기보유증권이자,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B103,투자손익_투자영업수익_이자수익_만기보유증권이자,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B104,투자손익_투자영업수익_이자수익_대출채권이자,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B104,투자손익_투자영업수익_이자수익_대출채권이자,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B105,투자손익_투자영업수익_이자수익_예치금이자,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B105,투자손익_투자영업수익_이자수익_예치금이자,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B106,투자손익_투자영업수익_이자수익_기타이자수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B106,투자손익_투자영업수익_이자수익_기타이자수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B11,투자손익_투자영업수익_배당수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B11,투자손익_투자영업수익_배당수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B110,투자손익_투자영업수익_배당수익_당기손익인식증권배당수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B110,투자손익_투자영업수익_배당수익_당기손익인식증권배당수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B111,투자손익_투자영업수익_배당수익_매도가능증권배당수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B111,투자손익_투자영업수익_배당수익_매도가능증권배당수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B112,투자손익_투자영업수익_배당수익_관계·종속기업투자주식배당수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B112,투자손익_투자영업수익_배당수익_관계·종속기업투자주식배당수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B113,투자손익_투자영업수익_배당수익_기타배당수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B113,투자손익_투자영업수익_배당수익_기타배당수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B12,투자손익_투자영업수익_임대료수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B12,투자손익_투자영업수익_임대료수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B13,투자손익_투자영업수익_수수료수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B13,투자손익_투자영업수익_수수료수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B14,투자손익_투자영업수익_금융자산처분이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B14,투자손익_투자영업수익_금융자산처분이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B140,투자손익_투자영업수익_금융자산처분이익_당기손익인식증권처분이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B140,투자손익_투자영업수익_금융자산처분이익_당기손익인식증권처분이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B141,투자손익_투자영업수익_금융자산처분이익_매도가능증권처분이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B141,투자손익_투자영업수익_금융자산처분이익_매도가능증권처분이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B142,투자손익_투자영업수익_금융자산처분이익_만기보유증권처분이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B142,투자손익_투자영업수익_금융자산처분이익_만기보유증권처분이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B143,투자손익_투자영업수익_금융자산처분이익_관계·종속기업투자주식처분이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B143,투자손익_투자영업수익_금융자산처분이익_관계·종속기업투자주식처분이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B144,투자손익_투자영업수익_금융자산처분이익_대출채권,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B144,투자손익_투자영업수익_금융자산처분이익_대출채권,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B145,투자손익_투자영업수익_금융자산처분이익_기타,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B145,투자손익_투자영업수익_금융자산처분이익_기타,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B15,투자손익_투자영업수익_당기손익인식금융상품평가이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B15,투자손익_투자영업수익_당기손익인식금융상품평가이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B150,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융자산평가이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B150,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융자산평가이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B151,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B151,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1510,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익_차입부채,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1510,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익_차입부채,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1511,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익_요구불상환지분,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1511,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익_요구불상환지분,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1512,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익)_기타,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1512,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익)_기타,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B16,투자손익_투자영업수익_금전신탁이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B16,투자손익_투자영업수익_금전신탁이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B17,투자손익_투자영업수익_대손충당금환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B17,투자손익_투자영업수익_대손충당금환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B18,투자손익_투자영업수익_손상차손환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B18,투자손익_투자영업수익_손상차손환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B180,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B180,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1800,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입_매도가능증권손상차손환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1800,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입_매도가능증권손상차손환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1801,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입_만기보유증권손상차손환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1801,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입_만기보유증권손상차손환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1802,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입_관계·종속기업투자주식손상차손환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1802,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입_관계·종속기업투자주식손상차손환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B181,투자손익_투자영업수익_손상차손환입_비금융자산손상차손환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B181,투자손익_투자영업수익_손상차손환입_비금융자산손상차손환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1810,투자손익_투자영업수익_손상차손환입_비금융자산손상차손환입_부동산손상차손환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1810,투자손익_투자영업수익_손상차손환입_비금융자산손상차손환입_부동산손상차손환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1811,투자손익_투자영업수익_손상차손환입_비금융자산손상차손환입_무형자산손상차손환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1811,투자손익_투자영업수익_손상차손환입_비금융자산손상차손환입_무형자산손상차손환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B182,투자손익_투자영업수익_손상차손환입_파생상품손상차손환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B182,투자손익_투자영업수익_손상차손환입_파생상품손상차손환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B183,투자손익_투자영업수익_손상차손환입_기타,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B183,투자손익_투자영업수익_손상차손환입_기타,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B19,투자손익_투자영업수익_지분법평가이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B19,투자손익_투자영업수익_지분법평가이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1A,투자손익_투자영업수익_파생상품거래이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1A,투자손익_투자영업수익_파생상품거래이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1B,투자손익_투자영업수익_파생상품평가이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1B,투자손익_투자영업수익_파생상품평가이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1C,투자손익_투자영업수익_외환차익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1C,투자손익_투자영업수익_외환차익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1D,투자손익_투자영업수익_외화환산이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1D,투자손익_투자영업수익_외화환산이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1E,투자손익_투자영업수익_부동산처분이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1E,투자손익_투자영업수익_부동산처분이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1E0,투자손익_투자영업수익_부동산처분이익_(투자부동산처분이익),a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1E0,투자손익_투자영업수익_부동산처분이익_(투자부동산처분이익),b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1F,투자손익_투자영업수익_재평가손실환입,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1F,투자손익_투자영업수익_재평가손실환입,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1G,투자손익_투자영업수익_신탁보수,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1G,투자손익_투자영업수익_신탁보수,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1H,투자손익_투자영업수익_금융부채상환이익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1H,투자손익_투자영업수익_금융부채상환이익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1H0,투자손익_투자영업수익_금융부채상환이익_발행채권,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1H0,투자손익_투자영업수익_금융부채상환이익_발행채권,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1H1,투자손익_투자영업수익_금융부채상환이익_요구불상환지분,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1H1,투자손익_투자영업수익_금융부채상환이익_요구불상환지분,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1H2,투자손익_투자영업수익_금융부채상환이익_기타,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1H2,투자손익_투자영업수익_금융부채상환이익_기타,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1I,투자손익_투자영업수익_염가매수차익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1I,투자손익_투자영업수익_염가매수차익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B1J,투자손익_투자영업수익_기타투자수익,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B1J,투자손익_투자영업수익_기타투자수익,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B2,투자손익_투자영업비용,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B2,투자손익_투자영업비용,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B20,투자손익_투자영업비용_재산관리비,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B20,투자손익_투자영업비용_재산관리비,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B21,투자손익_투자영업비용_지분법평가손실,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B21,투자손익_투자영업비용_지분법평가손실,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B22,투자손익_투자영업비용_금융자산처분손실,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B22,투자손익_투자영업비용_금융자산처분손실,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B220,투자손익_투자영업비용_금융자산처분손실_당기손익인식증권처분손실,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B220,투자손익_투자영업비용_금융자산처분손실_당기손익인식증권처분손실,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B221,투자손익_투자영업비용_금융자산처분손실_매도가능증권처분손실,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B221,투자손익_투자영업비용_금융자산처분손실_매도가능증권처분손실,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B222,투자손익_투자영업비용_금융자산처분손실_만기보유증권처분손실,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B222,투자손익_투자영업비용_금융자산처분손실_만기보유증권처분손실,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B223,투자손익_투자영업비용_금융자산처분손실_관계·종속기업투자주식처분손실,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B223,투자손익_투자영업비용_금융자산처분손실_관계·종속기업투자주식처분손실,b,누계
SH007,요약손익계산서(전체(22.12월 이전)),B224,투자손익_투자영업비용_금융자산처분손실_대출채권,a,당분기
SH007,요약손익계산서(전체(22.12월 이전)),B224,투자손익_투자영업비용_금융자산처분손실_대출채권,b,누계
