list_no,list_nm,account_cd,account_nm,within_account_nm,still_otm
SH007,요약손익계산서(전체(22.12월 이전)),B106,투자손익_투자영업수익_이자수익_기타이자수익,기타이자수익,0
SH007,요약손익계산서(전체(22.12월 이전)),B11,투자손익_투자영업수익_배당수익,배당수익,0
SH007,요약손익계산서(전체(22.12월 이전)),B110,투자손익_투자영업수익_배당수익_당기손익인식증권배당수익,당기손익인식증권배당수익,0
SH007,요약손익계산서(전체(22.12월 이전)),B111,투자손익_투자영업수익_배당수익_매도가능증권배당수익,매도가능증권배당수익,0
SH007,요약손익계산서(전체(22.12월 이전)),B112,투자손익_투자영업수익_배당수익_관계·종속기업투자주식배당수익,관계·종속기업투자주식배당수익,0
SH007,요약손익계산서(전체(22.12월 이전)),B113,투자손익_투자영업수익_배당수익_기타배당수익,기타배당수익,0
SH007,요약손익계산서(전체(22.12월 이전)),B12,투자손익_투자영업수익_임대료수익,임대료수익,0
SH007,요약손익계산서(전체(22.12월 이전)),B13,투자손익_투자영업수익_수수료수익,수수료수익,0
SH007,요약손익계산서(전체(22.12월 이전)),B14,투자손익_투자영업수익_금융자산처분이익,금융자산처분이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B140,투자손익_투자영업수익_금융자산처분이익_당기손익인식증권처분이익,당기손익인식증권처분이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B141,투자손익_투자영업수익_금융자산처분이익_매도가능증권처분이익,매도가능증권처분이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B142,투자손익_투자영업수익_금융자산처분이익_만기보유증권처분이익,만기보유증권처분이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B143,투자손익_투자영업수익_금융자산처분이익_관계·종속기업투자주식처분이익,관계·종속기업투자주식처분이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B144,투자손익_투자영업수익_금융자산처분이익_대출채권,대출채권,0
SH007,요약손익계산서(전체(22.12월 이전)),B145,투자손익_투자영업수익_금융자산처분이익_기타,기타,0
SH007,요약손익계산서(전체(22.12월 이전)),B15,투자손익_투자영업수익_당기손익인식금융상품평가이익,당기손익인식금융상품평가이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B150,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융자산평가이익,당기손익인식금융자산평가이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B151,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익,당기손익인식금융부채평가이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B1510,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익_차입부채,차입부채,0
SH007,요약손익계산서(전체(22.12월 이전)),B1511,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익_요구불상환지분,요구불상환지분,0
SH007,요약손익계산서(전체(22.12월 이전)),B1512,투자손익_투자영업수익_당기손익인식금융상품평가이익_당기손익인식금융부채평가이익)_기타,)_기타,0
SH007,요약손익계산서(전체(22.12월 이전)),B16,투자손익_투자영업수익_금전신탁이익,금전신탁이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B17,투자손익_투자영업수익_대손충당금환입,대손충당금환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B18,투자손익_투자영업수익_손상차손환입,손상차손환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B180,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입,유가증권손상차손환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B1800,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입_매도가능증권손상차손환입,매도가능증권손상차손환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B1801,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입_만기보유증권손상차손환입,만기보유증권손상차손환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B1802,투자손익_투자영업수익_손상차손환입_유가증권손상차손환입_관계·종속기업투자주식손상차손환입,관계·종속기업투자주식손상차손환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B181,투자손익_투자영업수익_손상차손환입_비금융자산손상차손환입,비금융자산손상차손환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B1810,투자손익_투자영업수익_손상차손환입_비금융자산손상차손환입_부동산손상차손환입,부동산손상차손환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B1811,투자손익_투자영업수익_손상차손환입_비금융자산손상차손환입_무형자산손상차손환입,무형자산손상차손환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B182,투자손익_투자영업수익_손상차손환입_파생상품손상차손환입,파생상품손상차손환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B183,투자손익_투자영업수익_손상차손환입_기타,기타,0
SH007,요약손익계산서(전체(22.12월 이전)),B19,투자손익_투자영업수익_지분법평가이익,지분법평가이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B1A,투자손익_투자영업수익_파생상품거래이익,파생상품거래이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B1B,투자손익_투자영업수익_파생상품평가이익,파생상품평가이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B1C,투자손익_투자영업수익_외환차익,외환차익,0
SH007,요약손익계산서(전체(22.12월 이전)),B1D,투자손익_투자영업수익_외화환산이익,외화환산이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B1E,투자손익_투자영업수익_부동산처분이익,부동산처분이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B1E0,투자손익_투자영업수익_부동산처분이익_(투자부동산처분이익),(투자부동산처분이익),0
SH007,요약손익계산서(전체(22.12월 이전)),B1F,투자손익_투자영업수익_재평가손실환입,재평가손실환입,0
SH007,요약손익계산서(전체(22.12월 이전)),B1G,투자손익_투자영업수익_신탁보수,신탁보수,0
SH007,요약손익계산서(전체(22.12월 이전)),B1H,투자손익_투자영업수익_금융부채상환이익,금융부채상환이익,0
SH007,요약손익계산서(전체(22.12월 이전)),B1H0,투자손익_투자영업수익_금융부채상환이익_발행채권,발행채권,0
SH007,요약손익계산서(전체(22.12월 이전)),B1H1,투자손익_투자영업수익_금융부채상환이익_요구불상환지분,요구불상환지분,0
SH007,요약손익계산서(전체(22.12월 이전)),B1H2,투자손익_투자영업수익_금융부채상환이익_기타,기타,0
SH007,요약손익계산서(전체(22.12월 이전)),B1I,투자손익_투자영업수익_염가매수차익,염가매수차익,0
SH007,요약손익계산서(전체(22.12월 이전)),B1J,투자손익_투자영업수익_기타투자수익,기타투자수익,0
SH007,요약손익계산서(전체(22.12월 이전)),B2,투자손익_투자영업비용,투자영업비용,0
SH007,요약손익계산서(전체(22.12월 이전)),B20,투자손익_투자영업비용_재산관리비,재산관리비,0
SH007,요약손익계산서(전체(22.12월 이전)),B21,투자손익_투자영업비용_지분법평가손실,지분법평가손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B22,투자손익_투자영업비용_금융자산처분손실,금융자산처분손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B220,투자손익_투자영업비용_금융자산처분손실_당기손익인식증권처분손실,당기손익인식증권처분손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B221,투자손익_투자영업비용_금융자산처분손실_매도가능증권처분손실,매도가능증권처분손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B222,투자손익_투자영업비용_금융자산처분손실_만기보유증권처분손실,만기보유증권처분손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B223,투자손익_투자영업비용_금융자산처분손실_관계·종속기업투자주식처분손실,관계·종속기업투자주식처분손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B224,투자손익_투자영업비용_금융자산처분손실_대출채권,대출채권,0
SH007,요약손익계산서(전체(22.12월 이전)),B225,투자손익_투자영업비용_금융자산처분손실_기타,기타,0
SH007,요약손익계산서(전체(22.12월 이전)),B23,투자손익_투자영업비용_당기손익인식금융상품평가손실,당기손익인식금융상품평가손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B230,투자손익_투자영업비용_당기손익인식금융상품평가손실_당기손익인식금융자산평가손실,당기손익인식금융자산평가손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B231,투자손익_투자영업비용_당기손익인식금융상품평가손실_당기손익인식금융부채평가손실,당기손익인식금융부채평가손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B2310,투자손익_투자영업비용_당기손익인식금융상품평가손실_당기손익인식금융부채평가손실_차입부채,차입부채,0
SH007,요약손익계산서(전체(22.12월 이전)),B2311,투자손익_투자영업비용_당기손익인식금융상품평가손실_당기손익인식금융부채평가손실_요구불상환지분,요구불상환지분,0
SH007,요약손익계산서(전체(22.12월 이전)),B2312,투자손익_투자영업비용_당기손익인식금융상품평가손실_당기손익인식금융부채평가손실_기타,기타,0
SH007,요약손익계산서(전체(22.12월 이전)),B24,투자손익_투자영업비용_금전신탁손실,금전신탁손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B25,투자손익_투자영업비용_이자비용,이자비용,0
SH007,요약손익계산서(전체(22.12월 이전)),B250,투자손익_투자영업비용_이자비용_당좌차월이자,당좌차월이자,0
SH007,요약손익계산서(전체(22.12월 이전)),B251,투자손익_투자영업비용_이자비용_차입금이자,차입금이자,0
SH007,요약손익계산서(전체(22.12월 이전)),B2510,투자손익_투자영업비용_이자비용_차입금이자_콜머니이자,콜머니이자,0
SH007,요약손익계산서(전체(22.12월 이전)),B2511,투자손익_투자영업비용_이자비용_차입금이자_RP매도이자,RP매도이자,0
SH007,요약손익계산서(전체(22.12월 이전)),B2512,투자손익_투자영업비용_이자비용_차입금이자_후순위차입금이자,후순위차입금이자,0
SH007,요약손익계산서(전체(22.12월 이전)),B2513,투자손익_투자영업비용_이자비용_차입금이자_기타,기타,0
SH007,요약손익계산서(전체(22.12월 이전)),B252,투자손익_투자영업비용_이자비용_발행채권이자,발행채권이자,0
SH007,요약손익계산서(전체(22.12월 이전)),B253,투자손익_투자영업비용_이자비용_신탁계정차이자,신탁계정차이자,0
SH007,요약손익계산서(전체(22.12월 이전)),B254,투자손익_투자영업비용_이자비용_요구불상환증권이자,요구불상환증권이자,0
SH007,요약손익계산서(전체(22.12월 이전)),B255,투자손익_투자영업비용_이자비용_기타이자비용,기타이자비용,0
SH007,요약손익계산서(전체(22.12월 이전)),B256,투자손익_투자영업비용_대손상각비,투자손익_투자영업비용_대손상각비,0
SH007,요약손익계산서(전체(22.12월 이전)),B257,투자손익_투자영업비용_손상차손,투자손익_투자영업비용_손상차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B2570,투자손익_투자영업비용_손상차손_유가증권손상차손,유가증권손상차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B25700,투자손익_투자영업비용_손상차손_유가증권손상차손_매도가능증권손상차손,매도가능증권손상차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B25701,투자손익_투자영업비용_손상차손_유가증권손상차손_만기보유증권손상차손,만기보유증권손상차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B25702,투자손익_투자영업비용_손상차손_유가증권손상차손_관계·종속기업투자주식손상차손,관계·종속기업투자주식손상차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B2571,투자손익_투자영업비용_손상차손_비금융자산손상차손,비금융자산손상차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B25710,투자손익_투자영업비용_손상차손_비금융자산손상차손_부동산손상차손,부동산손상차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B25711,투자손익_투자영업비용_손상차손_비금융자산손상차손_무형자산손상차손,무형자산손상차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B2572,투자손익_투자영업비용_손상차손_파생상품손상차손,파생상품손상차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B2573,투자손익_투자영업비용_손상차손_기타,기타,0
SH007,요약손익계산서(전체(22.12월 이전)),B258,투자손익_투자영업비용_파생상품거래손실,투자손익_투자영업비용_파생상품거래손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B259,투자손익_투자영업비용_파생상품평가손실,투자손익_투자영업비용_파생상품평가손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B25A,투자손익_투자영업비용_외환차손,투자손익_투자영업비용_외환차손,0
SH007,요약손익계산서(전체(22.12월 이전)),B25B,투자손익_투자영업비용_외화환산손실,투자손익_투자영업비용_외화환산손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B25C,투자손익_투자영업비용_부동산처분손실,투자손익_투자영업비용_부동산처분손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B25C0,투자손익_투자영업비용_부동산처분손실_(투자부동산처분손실),(투자부동산처분손실),0
SH007,요약손익계산서(전체(22.12월 이전)),B25D,투자손익_투자영업비용_재평가손실,투자손익_투자영업비용_재평가손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B25E,투자손익_투자영업비용_부동산감가상각비,투자손익_투자영업비용_부동산감가상각비,0
SH007,요약손익계산서(전체(22.12월 이전)),B25F,투자손익_투자영업비용_금융부채상환손실,투자손익_투자영업비용_금융부채상환손실,0
SH007,요약손익계산서(전체(22.12월 이전)),B25F0,투자손익_투자영업비용_금융부채상환손실_발행채권,발행채권,0
SH007,요약손익계산서(전체(22.12월 이전)),B25F1,투자손익_투자영업비용_금융부채상환손실_요구불상환지분,요구불상환지분,0
SH007,요약손익계산서(전체(22.12월 이전)),B25F2,투자손익_투자영업비용_금융부채상환손실_기타,기타,0
SH007,요약손익계산서(전체(22.12월 이전)),B25G,투자손익_투자영업비용_기타투자비용,투자손익_투자영업비용_기타투자비용,0
SH007,요약손익계산서(전체(22.12월 이전)),C,책임준비금전입액(또는 환입액),책임준비금전입액(또는 환입액),0
SH007,요약손익계산서(전체(22.12월 이전)),D,영업이익,영업이익,0
SH007,요약손익계산서(전체(22.12월 이전)),E,영업외손익,영업외손익,0
SH007,요약손익계산서(전체(22.12월 이전)),E1,영업외손익_영업외수익,영업외수익,0
SH007,요약손익계산서(전체(22.12월 이전)),E10,영업외손익_영업외수익_유형자산처분이익,유형자산처분이익,0
SH007,요약손익계산서(전체(22.12월 이전)),E11,영업외손익_영업외수익_특별계정수입수수료,특별계정수입수수료,0
SH007,요약손익계산서(전체(22.12월 이전)),E110,영업외손익_영업외수익_특별계정수입수수료_퇴직보험,퇴직보험,0
SH007,요약손익계산서(전체(22.12월 이전)),E111,영업외손익_영업외수익_특별계정수입수수료_퇴직연금,퇴직연금,0
SH007,요약손익계산서(전체(22.12월 이전)),E112,영업외손익_영업외수익_특별계정수입수수료_변액보험,변액보험,0
SH007,요약손익계산서(전체(22.12월 이전)),E12,영업외손익_영업외수익_전기오류수정이익,전기오류수정이익,0
SH007,요약손익계산서(전체(22.12월 이전)),E13,영업외손익_영업외수익_외환차익,외환차익,0
SH007,요약손익계산서(전체(22.12월 이전)),E14,영업외손익_영업외수익_외화환산이익,외화환산이익,0
SH007,요약손익계산서(전체(22.12월 이전)),E15,영업외손익_영업외수익_자산수증이익,자산수증이익,0
SH007,요약손익계산서(전체(22.12월 이전)),E16,영업외손익_영업외수익_채무면제이익,채무면제이익,0
SH007,요약손익계산서(전체(22.12월 이전)),E17,영업외손익_영업외수익_보험차익,보험차익,0
SH007,요약손익계산서(전체(22.12월 이전)),E18,영업외손익_영업외수익_잡이익,잡이익,0
SH007,요약손익계산서(전체(22.12월 이전)),E2,영업외손익_영업외비용,영업외비용,0
SH007,요약손익계산서(전체(22.12월 이전)),E20,영업외손익_영업외비용_무형자산상각비,무형자산상각비,0
SH007,요약손익계산서(전체(22.12월 이전)),E21,영업외손익_영업외비용_유형자산처분손실,유형자산처분손실,0
SH007,요약손익계산서(전체(22.12월 이전)),E22,영업외손익_영업외비용_기부금,기부금,0
SH007,요약손익계산서(전체(22.12월 이전)),E23,영업외손익_영업외비용_특별계정지급수수료,특별계정지급수수료,0
SH007,요약손익계산서(전체(22.12월 이전)),E230,영업외손익_영업외비용_특별계정지급수수료_퇴직보험,퇴직보험,0
SH007,요약손익계산서(전체(22.12월 이전)),E231,영업외손익_영업외비용_특별계정지급수수료_퇴직연금,퇴직연금,0
SH007,요약손익계산서(전체(22.12월 이전)),E232,영업외손익_영업외비용_특별계정지급수수료_변액보험,변액보험,0
SH007,요약손익계산서(전체(22.12월 이전)),E24,영업외손익_영업외비용_전기오류수정손실,전기오류수정손실,0
SH007,요약손익계산서(전체(22.12월 이전)),E25,영업외손익_영업외비용_외환차손,외환차손,0
SH007,요약손익계산서(전체(22.12월 이전)),E26,영업외손익_영업외비용_외화환산손실,외화환산손실,0
SH007,요약손익계산서(전체(22.12월 이전)),E27,영업외손익_영업외비용_재해손실,재해손실,0
SH007,요약손익계산서(전체(22.12월 이전)),E28,영업외손익_영업외비용_잡손실,잡손실,0
SH007,요약손익계산서(전체(22.12월 이전)),F,특별계정손익,특별계정손익,0
SH007,요약손익계산서(전체(22.12월 이전)),F1,특별계정손익_특별계정수익,특별계정수익,0
SH007,요약손익계산서(전체(22.12월 이전)),F2,특별계정손익_특별계정비용,특별계정비용,0
SH007,요약손익계산서(전체(22.12월 이전)),J,법인세비용차감전순이익,법인세비용차감전순이익,0
SH007,요약손익계산서(전체(22.12월 이전)),K,법인세비용,법인세비용,0
SH007,요약손익계산서(전체(22.12월 이전)),L,당기순이익,당기순이익,0
SH007,요약손익계산서(전체(22.12월 이전)),M,(법인세차감후 중단사업손익),(법인세차감후 중단사업손익),0
SH007,요약손익계산서(전체(22.12월 이전)),N,(대손준비금적립액),(대손준비금적립액),0
SH007,요약손익계산서(전체(22.12월 이전)),O,(대손준비금적립후당기순이익),(대손준비금적립후당기순이익),0
SH007,요약손익계산서(전체(22.12월 이전)),P,기타포괄손익,기타포괄손익,0
SH007,요약손익계산서(전체(22.12월 이전)),P1,기타포괄손익_매도가능금융자산평가손익,매도가능금융자산평가손익,0
SH007,요약손익계산서(전체(22.12월 이전)),P2,기타포괄손익_관계·종속기업투자주식평가손익,관계·종속기업투자주식평가손익,0
SH007,요약손익계산서(전체(22.12월 이전)),P3,기타포괄손익_해외사업환산손익,해외사업환산손익,0
SH007,요약손익계산서(전체(22.12월 이전)),P4,기타포괄손익_현금흐름위험회피파생상품평가손익,현금흐름위험회피파생상품평가손익,0
SH007,요약손익계산서(전체(22.12월 이전)),P5,기타포괄손익_특별계정기타포괄손익,특별계정기타포괄손익,0
SH007,요약손익계산서(전체(22.12월 이전)),P6,기타포괄손익_재평가잉여금,재평가잉여금,0
SH007,요약손익계산서(전체(22.12월 이전)),P7,기타포괄손익_기타,기타,0
SH007,요약손익계산서(전체(22.12월 이전)),R,총포괄손익,총포괄손익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A,【비 용 합 계】,【비 용 합 계】,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A1,계약자적립금전입,계약자적립금전입,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A2,지급보험금,지급보험금,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A20,지급보험금_보험금비용,보험금비용,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A21,지급보험금_환급금비용,환급금비용,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A22,지급보험금_배당금비용,배당금비용,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A3,최저보증비용,최저보증비용,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A30,최저보증비용_최저연금적립금보증,최저연금적립금보증,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A31,최저보증비용_최저사망보험금보증,최저사망보험금보증,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A32,최저보증비용_최저중도인출금보증,최저중도인출금보증,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A33,최저보증비용_최저종신중도인출금보증,최저종신중도인출금보증,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A34,최저보증비용_기타,기타,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A4,특별계정운용수수료,특별계정운용수수료,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A5,지급수수료,지급수수료,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A6,세금과공과,세금과공과,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A7,감가상각비,감가상각비,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A8,대손상각비,대손상각비,0
SH008,요약손익계산서(특별계정(22.12월 이전)),A9,재산관리비,재산관리비,0
SH008,요약손익계산서(특별계정(22.12월 이전)),AA,유가증권처분손실,유가증권처분손실,0
SH008,요약손익계산서(특별계정(22.12월 이전)),AB,유가증권평가손실,유가증권평가손실,0
SH008,요약손익계산서(특별계정(22.12월 이전)),AE,유형자산처분손실,유형자산처분손실,0
SH008,요약손익계산서(특별계정(22.12월 이전)),AF,금전신탁손실,금전신탁손실,0
SH008,요약손익계산서(특별계정(22.12월 이전)),AG,외환차손실,외환차손실,0
SH008,요약손익계산서(특별계정(22.12월 이전)),AI,기타비용,기타비용,0
SH008,요약손익계산서(특별계정(22.12월 이전)),AK,이자비용,이자비용,0
SH008,요약손익계산서(특별계정(22.12월 이전)),AL,파생상품거래손실,파생상품거래손실,0
SH008,요약손익계산서(특별계정(22.12월 이전)),AM,파생상품평가손실,파생상품평가손실,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B,【수 익 합 계】,【수 익 합 계】,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B1,보험료수익,보험료수익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B2,이자수익,이자수익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B20,이자수익_예금이자,예금이자,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B21,이자수익_유가증권이자,유가증권이자,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B22,이자수익_대출채권이자,대출채권이자,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B23,이자수익_기타수익이자,기타수익이자,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B3,배당금수익,배당금수익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B4,임대료수익,임대료수익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B5,수수료수익,수수료수익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B6,유가증권처분이익,유가증권처분이익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),B7,유가증권평가이익,유가증권평가이익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),BA,유형자산처분이익,유형자산처분이익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),BB,금전신탁이익,금전신탁이익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),BC,외환차이익,외환차이익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),BD,기타수익,기타수익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),BE,파생상품거래이익,파생상품거래이익,0
SH008,요약손익계산서(특별계정(22.12월 이전)),BF,파생상품평가이익,파생상품평가이익,0
SH016,신계약(22.12월 이전),A,[일반계정],[일반계정],0
SH016,신계약(22.12월 이전),A1,[일반계정]_개인,개인,0
SH016,신계약(22.12월 이전),A11,[일반계정]_개인_생존,생존,0
SH016,신계약(22.12월 이전),A111,[일반계정]_개인_(연금보험),[일반계정]_개인_(연금보험),0
SH016,신계약(22.12월 이전),A12,[일반계정]_개인_사망,사망,0
SH016,신계약(22.12월 이전),A121,[일반계정]_개인_(종신보험),[일반계정]_개인_(종신보험),0
SH016,신계약(22.12월 이전),A13,[일반계정]_개인_생사혼합,생사혼합,0
SH016,신계약(22.12월 이전),A2,[일반계정]_단체,단체,0
SH016,신계약(22.12월 이전),A3,[일반계정]_(보장성),(보장성),0
SH016,신계약(22.12월 이전),A4,[일반계정]_(저축성),(저축성),0
SH016,신계약(22.12월 이전),B,[특별계정],[특별계정],0
SH016,신계약(22.12월 이전),B1,[특별계정]_퇴직보험,퇴직보험,0
SH016,신계약(22.12월 이전),B3,[특별계정]_퇴직연금,퇴직연금,0
SH016,신계약(22.12월 이전),C,[일반+특별계정],[일반+특별계정],0
SH016,신계약(22.12월 이전),D,[특별계정]_변액보험,[특별계정]_변액보험,0
SH017,보유계약(22.12월 이전),A,[일반계정],[일반계정],0
SH017,보유계약(22.12월 이전),A1,[일반계정]_개인,개인,0
SH017,보유계약(22.12월 이전),A11,[일반계정]_개인_생존,생존,0
SH017,보유계약(22.12월 이전),A111,[일반계정]_개인_(연금보험),[일반계정]_개인_(연금보험),0
SH017,보유계약(22.12월 이전),A12,[일반계정]_개인_사망,사망,0
SH017,보유계약(22.12월 이전),A121,[일반계정]_개인_(종신보험),[일반계정]_개인_(종신보험),0
SH017,보유계약(22.12월 이전),A13,[일반계정]_개인_생사혼합,생사혼합,0
SH017,보유계약(22.12월 이전),A2,[일반계정]_단체,단체,0
SH017,보유계약(22.12월 이전),A3,[일반계정]_(보장성),(보장성),0
SH017,보유계약(22.12월 이전),A4,[일반계정]_(저축성),(저축성),0
SH017,보유계약(22.12월 이전),B,[특별계정],[특별계정],0
SH017,보유계약(22.12월 이전),B1,[특별계정]_퇴직보험,퇴직보험,0
SH017,보유계약(22.12월 이전),B3,[특별계정]_퇴직연금,퇴직연금,0
SH017,보유계약(22.12월 이전),C,[일반+특별계정],[일반+특별계정],0
SH017,보유계약(22.12월 이전),D,[특별계정]_변액보험,[특별계정]_변액보험,0
SH018,보험료수입(22.12월 이전),A,[일반계정],[일반계정],0
SH018,보험료수입(22.12월 이전),A1,[일반계정]_개인,개인,0
SH018,보험료수입(22.12월 이전),A11,[일반계정]_개인_생존,생존,0
SH018,보험료수입(22.12월 이전),A111,[일반계정]_개인_(연금보험),[일반계정]_개인_(연금보험),0
SH018,보험료수입(22.12월 이전),A12,[일반계정]_개인_사망,사망,0
SH018,보험료수입(22.12월 이전),A121,[일반계정]_개인_(종신보험),[일반계정]_개인_(종신보험),0
SH018,보험료수입(22.12월 이전),A13,[일반계정]_개인_생사혼합,생사혼합,0
SH018,보험료수입(22.12월 이전),A2,[일반계정]_단체,단체,0
SH018,보험료수입(22.12월 이전),A3,[일반계정]_(보장성),(보장성),0
SH018,보험료수입(22.12월 이전),A4,[일반계정]_(저축성),(저축성),0
SH018,보험료수입(22.12월 이전),B,[특별계정],[특별계정],0
SH018,보험료수입(22.12월 이전),B1,[특별계정]_퇴직보험,퇴직보험,0
SH018,보험료수입(22.12월 이전),B2,[특별계정]_변액보험,변액보험,0
SH018,보험료수입(22.12월 이전),B3,[특별계정]_퇴직연금,퇴직연금,0
SH018,보험료수입(22.12월 이전),C,[일반+특별계정],[일반+특별계정],0
SH019,지급보험금(22.12월 이전),A,[일반계정],[일반계정],0
SH019,지급보험금(22.12월 이전),A1,[일반계정]_개인,개인,0
SH019,지급보험금(22.12월 이전),A11,[일반계정]_개인_생존,생존,0
SH019,지급보험금(22.12월 이전),A111,[일반계정]_개인_(연금보험),[일반계정]_개인_(연금보험),0
SH019,지급보험금(22.12월 이전),A12,[일반계정]_개인_사망,사망,0
SH019,지급보험금(22.12월 이전),A121,[일반계정]_개인_(종신보험),[일반계정]_개인_(종신보험),0
SH019,지급보험금(22.12월 이전),A13,[일반계정]_개인_생사혼합,생사혼합,0
SH019,지급보험금(22.12월 이전),A2,[일반계정]_단체,단체,0
SH019,지급보험금(22.12월 이전),A3,[일반계정]_(보장성),(보장성),0
SH019,지급보험금(22.12월 이전),A4,[일반계정]_(저축성),(저축성),0
SH019,지급보험금(22.12월 이전),B,[특별계정],[특별계정],0
SH019,지급보험금(22.12월 이전),B1,[특별계정]_퇴직보험,퇴직보험,0
SH019,지급보험금(22.12월 이전),B2,[특별계정]_변액보험,변액보험,0
SH019,지급보험금(22.12월 이전),B3,[특별계정]_퇴직연금,퇴직연금,0
SH019,지급보험금(22.12월 이전),C,[일반+특별계정],[일반+특별계정],0
SH020,사업비(22.12월 이전),B,사업비계,사업비계,0
SH020,사업비(22.12월 이전),B1,신계약비,신계약비,0
SH020,사업비(22.12월 이전),B2,유지비,유지비,0
